text,label,anger,disgust,fear,joy,neutral,sadness,surprise,text_label,nuscore,depression_model_label,depression_score
what youtube do you watch so you don't get nervous,1,0.001773381,0.00065399,0.978706539,0.002465521,0.009971388,0.002553214,0.003876044,POSITIVE,0.9853824377059937,POSITIVE,0.9853824377059937
"When I go back to work, I suddenly feel anxious, feeling anxious and I don't know why :(.",1,0.000949432,0.000486904,0.992469728,0.001013893,0.001480723,0.00231257,0.001286906,NEGATIVE,0.9981092214584351,NEGATIVE,0.9981092214584351
"A restless heart is that people are always looking for other people's faults, until they forget that they often make mistakes themselves.",1,0.005954865,0.002985381,0.96077466,0.000916765,0.019652225,0.005084218,0.004632005,NEGATIVE,0.9550973773002625,NEGATIVE,0.9550973773002625
"[cm] Joining a campus organization is actually this tiring, isn't it? Not only physically tired, but also mentally tired. I always want a meeting always scared, always anxious, always want to cry. I want to give up but in fact giving up is harder than holding on",1,0.003752956,0.001204295,0.970148563,0.000808864,0.006082353,0.014019721,0.003983246,NEGATIVE,0.9988234639167786,NEGATIVE,0.9988234639167786
Suddenly restless. Nobody wants to make Spaces like that. Let's hear the klean talk.,1,0.008353859,0.015916543,0.8252967,0.002022015,0.113513291,0.006655654,0.028242059,NEGATIVE,0.9965845346450806,NEGATIVE,0.9965845346450806
"I'm so restless feeling that I can't calm down, my mind isn't calm but I don't know what to think",1,0.001482458,0.00047774,0.993649065,0.000538702,0.001316333,0.001405483,0.001130321,NEGATIVE,0.9986181259155273,NEGATIVE,0.9986181259155273
"Grandpa, it's hard to sleep, people are restless, sleep in a while, wake up again, wake up again, duh, tips on how to sleep, don't have to feel restless this time ”",1,0.006899064,0.011175713,0.829053998,0.002073846,0.113707155,0.029512076,0.007578072,POSITIVE,0.9559909105300903,POSITIVE,0.9559909105300903
Why are you so nervous,1,0.002260189,0.001753871,0.971415401,0.00126179,0.015353002,0.0031982,0.004757576,NEGATIVE,0.99210524559021,NEGATIVE,0.99210524559021
"btw nutmeg I always get dizzy when I wake up, plus I feel restless after spending personal money for school fees huft",1,0.000961938,0.00031534,0.993375242,0.000643343,0.001071191,0.001196101,0.002436716,NEGATIVE,0.9973956346511841,NEGATIVE,0.9973956346511841
I've been restless ever since,1,0.002825408,0.001277071,0.983600914,0.000748517,0.006192336,0.003500242,0.001855412,NEGATIVE,0.9811914563179016,NEGATIVE,0.9811914563179016
Anxious to mute wa from someone,1,0.007580956,0.009466302,0.923935473,0.001672704,0.010965617,0.044064894,0.002313913,NEGATIVE,0.999017596244812,NEGATIVE,0.999017596244812
being restless since noon but being ignored,1,0.029679673,0.001146521,0.944648623,0.001136645,0.00154659,0.019815976,0.002025902,NEGATIVE,0.9805999398231506,NEGATIVE,0.9805999398231506
Restless all over the body; disheveled mood; do not know the direction; hurry over.,1,0.002618306,0.010350831,0.005173505,0.002403466,0.04474825,0.932235658,0.002470045,NEGATIVE,0.99967360496521,NEGATIVE,0.99967360496521
Anxious every weekend here,1,0.011168975,0.013094193,0.847124398,0.003691447,0.056206394,0.055823818,0.012890776,NEGATIVE,0.9865087866783142,NEGATIVE,0.9865087866783142
"I am in a phase where I am worried about the future, but we must leave positive thinking and trust everything to God while trying and praying for the best results.",1,0.005182683,0.00163105,0.938725114,0.010367014,0.034247316,0.007136827,0.002709971,POSITIVE,0.9981130361557007,POSITIVE,0.9981130361557007
getting restless «,1,0.011817426,0.008610136,0.934329569,0.000955787,0.031422492,0.009318828,0.003545841,NEGATIVE,0.9873615503311157,NEGATIVE,0.9873615503311157
Why am I even so nervous?,1,0.002700933,0.002166695,0.970819235,0.001471002,0.012482557,0.002495577,0.007863875,NEGATIVE,0.9950668811798096,NEGATIVE,0.9950668811798096
"If your heart is sad and no one listens to your worries, just come to Allah, he will understand what's in your heart...",1,0.001883434,0.002652815,0.001458072,0.002380984,0.020078056,0.965782285,0.005764365,POSITIVE,0.9981746673583984,POSITIVE,0.9981746673583984
"It's been a week of restlessness, thx",1,0.003453345,0.005943582,0.010308328,0.009208441,0.17596747,0.788095474,0.00702338,NEGATIVE,0.9921956062316895,NEGATIVE,0.9921956062316895
"wake up so restless, why is that",1,0.011970102,0.005552967,0.828123033,0.001472229,0.107138589,0.013668013,0.03207507,NEGATIVE,0.9979543685913086,NEGATIVE,0.9979543685913086
"insecure, afraid, anxious, doubtful, disappointed.",1,0.001391479,0.000787734,0.988685608,0.001057136,0.004031604,0.002572774,0.001473583,NEGATIVE,0.9995940327644348,NEGATIVE,0.9995940327644348
"Yes, the point is that I feel tired, sad, annoyed, restless. It's like the feeling is mixed in my heart and mind, in my brain I'm traveling various things from problems to happiness that I've felt until this moment.",1,0.503118932,0.008157331,0.008001168,0.002323178,0.020232087,0.454936117,0.003231149,POSITIVE,0.9846264719963074,POSITIVE,0.9846264719963074
Hmm why are you so nervous,1,0.005308,0.002519001,0.927197576,0.001945129,0.022644764,0.005400314,0.03498527,NEGATIVE,0.9922020435333252,NEGATIVE,0.9922020435333252
restless and worrying too much,1,0.061621688,0.015911311,0.350174218,0.004470957,0.142665893,0.419227004,0.005928879,NEGATIVE,0.9993875026702881,NEGATIVE,0.9993875026702881
"When the effects of the depressant have started to wear off and the depression phase has started, it's really tiring",1,0.008060982,0.057799783,0.014418823,0.001584529,0.045341495,0.867704451,0.005089954,NEGATIVE,0.9994194507598877,NEGATIVE,0.9994194507598877
Going through a phase where anxiety continues to haunt,1,0.00115343,0.002413719,0.983859003,0.000810942,0.004923617,0.005439214,0.001400153,NEGATIVE,0.9881532788276672,NEGATIVE,0.9881532788276672
"It's been a week but I still haven't received a reply, aka I'm really looking forward to it",1,0.006077342,0.004969498,0.006112307,0.010424748,0.224180222,0.597525299,0.150710538,NEGATIVE,0.9892387390136719,NEGATIVE,0.9892387390136719
"H-2 I have a really bad feeling, I'm nervous, confused and miserable, like I'm not calm like that. I have mixed feelings, I don't feel very good",1,0.001131045,0.000872745,0.968313813,0.002352465,0.002160379,0.024150435,0.001019028,NEGATIVE,0.9996298551559448,NEGATIVE,0.9996298551559448
"Feeling restless, even though I'm fasting",1,0.00217992,0.000915954,0.989666462,0.000583188,0.001902653,0.002734953,0.002016942,NEGATIVE,0.9974521994590759,NEGATIVE,0.9974521994590759
"Worried, nervous, sad, all mixed up. That's how it is :')",1,0.020494195,0.019861799,0.305722207,0.019120501,0.067209437,0.561666965,0.00592484,NEGATIVE,0.9856657385826111,NEGATIVE,0.9856657385826111
Tbtb so worried sorry,1,0.007482196,0.004583422,0.589023709,0.009219536,0.108122982,0.23012352,0.051444679,NEGATIVE,0.9992357492446899,NEGATIVE,0.9992357492446899
ugh I'm nervous,1,0.001160723,0.001120946,0.991097331,0.001249463,0.002222166,0.002201169,0.000948233,NEGATIVE,0.9987733960151672,NEGATIVE,0.9987733960151672
"I'm so nervous, what's going on :(",1,0.000932377,0.000666779,0.989965916,0.001483748,0.001921572,0.003629444,0.001399933,NEGATIVE,0.996156632900238,NEGATIVE,0.996156632900238
"there is a task to complain, there is no task to worry, wonder",1,0.028559787,0.002347018,0.074969493,0.005670028,0.024750631,0.017683685,0.846019387,POSITIVE,0.9111673831939697,POSITIVE,0.9111673831939697
"If you are able to be grateful for what God has given you, you will not worry about what is not yours. #D4rkBOT",1,0.002670495,0.000296667,0.982789516,0.004286808,0.005411957,0.00218503,0.002359604,POSITIVE,0.9962956309318542,POSITIVE,0.9962956309318542
"lazy like this if you are in a position of restlessness, indecision, confusion. make a decision :(",1,0.01732463,0.00152721,0.875395358,0.005903753,0.048793297,0.047168873,0.003886839,NEGATIVE,0.9994962215423584,NEGATIVE,0.9994962215423584
"Because there's no sleep, I can only sleep at 7 o'clock in the morning but I wake up at 8 o'clock... Then I can't sleep again until the afternoon just sleeps for only half an hour.... At 00.55 I suddenly feel restless, short of breath, & I want to cry.. why am I here again ' even though I'm not thinking about anything anymore",1,0.002449523,0.000561564,0.975607038,0.000891968,0.002190208,0.010036823,0.008263011,NEGATIVE,0.9979028701782227,NEGATIVE,0.9979028701782227
"Every night sometimes I feel like my heart is empty, restless, I don't know what to do",1,0.001963856,0.000850399,0.979085326,0.000751265,0.003333373,0.012243037,0.001772694,NEGATIVE,0.9989232420921326,NEGATIVE,0.9989232420921326
"It's been 3 weeks I feel really tired. The heart is pounding, the body is spooky, cool, in this brain's head it doesn't stop thinking about things, isn't it. The feeling of not being needed, the feeling of being ignored.. The soul is restless. Nervous. Afraid.",1,0.001859273,0.001233672,0.9785074,0.000713529,0.004541243,0.010959118,0.002185812,POSITIVE,0.9871472120285034,POSITIVE,0.9871472120285034
"Why do I think the more I think that having a relationship is happy, the more I worry, fear, worry :((",1,0.002829249,0.000624578,0.981138766,0.002459633,0.006288304,0.003694238,0.002965186,NEGATIVE,0.9936414361000061,NEGATIVE,0.9936414361000061
"I haven't felt this for a long time but I came back last night. Feeling restless, worried, cranky, but I'm borrowing my laptop again, I want to tell you to return it quickly but I don't dare to make a fuss, MasHam, it's not comfortable to quickly go home, even though it's more than 9 o'clock at night",1,0.003774752,0.000487032,0.987626493,0.000751917,0.0018476,0.00339356,0.002118657,NEGATIVE,0.9971991777420044,NEGATIVE,0.9971991777420044
"I'm nervous about every plot of pictures on the next account, it's like trauma is being crushed by random humans even though my pictures are fine, it's not offensive or anything.",1,0.021141062,0.020352911,0.94032383,0.001288533,0.01029884,0.003543432,0.003051306,NEGATIVE,0.9985647797584534,NEGATIVE,0.9985647797584534
"let me strum the guitar, believe me.. all your complaints, worries, anxiety, sadness and confusion will disappear instantly",1,0.01434122,0.001393694,0.568116844,0.017354524,0.078503996,0.312333316,0.007956286,NEGATIVE,0.9940542578697205,NEGATIVE,0.9940542578697205
Anjir worried I was too much,1,0.005960273,0.001919865,0.900119901,0.006033869,0.026174607,0.031974852,0.027816582,NEGATIVE,0.9993873834609985,NEGATIVE,0.9993873834609985
Restless and agitated,1,0.83915931,0.013037923,0.112530299,0.000681451,0.019506091,0.012993076,0.002091785,NEGATIVE,0.9989123344421387,NEGATIVE,0.9989123344421387
"How about you, basically, you are a loner, where is the mental health when you are not healthy, the more it is getting better. the intention to upgrade myself is even more anxious",1,0.010476948,0.007601555,0.773770034,0.004862938,0.138752267,0.052833989,0.011702318,NEGATIVE,0.9952347874641418,NEGATIVE,0.9952347874641418
I am restless but in You is Peace,1,0.00317394,0.000927017,0.984649956,0.001005871,0.005531419,0.00261445,0.002097452,POSITIVE,0.9987886548042297,POSITIVE,0.9987886548042297
Ever been the most anxious to the point of being forced to be the most sincere,1,0.007314014,0.002525922,0.876407385,0.010794402,0.087954931,0.008315553,0.006687686,POSITIVE,0.8560022711753845,POSITIVE,0.8560022711753845
"Don't worry, karma is there, hauuuhzzzz",1,0.085892081,0.015951712,0.087522484,0.074359559,0.626246572,0.028449832,0.081577785,NEGATIVE,0.8772494792938232,NEGATIVE,0.8772494792938232
really worried but i don't know why,1,0.022033565,0.001464628,0.399964631,0.00634143,0.017097158,0.160053238,0.393045396,NEGATIVE,0.9975925087928772,NEGATIVE,0.9975925087928772
Sometimes I worry about the future...At least for now I am still given the opportunity to be grateful and increase charity.,1,0.013344081,0.002519746,0.796600342,0.051288534,0.080435157,0.03324702,0.022565162,POSITIVE,0.9995261430740356,POSITIVE,0.9995261430740356
"restless and restless, want to be angry",1,0.071939595,0.002310634,0.898774743,0.001639433,0.00882461,0.014606225,0.001904836,NEGATIVE,0.9989346861839294,NEGATIVE,0.9989346861839294
"Oh God, why is it so hard to get to know new people now, scared, worried, worried... Tremors again. I'm so afraid of myself",1,0.003788555,0.00149151,0.967518389,0.001352604,0.007144109,0.00425268,0.014452171,NEGATIVE,0.9985225796699524,NEGATIVE,0.9985225796699524
Why are you restless at night..,1,0.013640326,0.011463434,0.827479541,0.00165184,0.107994795,0.01650624,0.021263773,NEGATIVE,0.9906822443008423,NEGATIVE,0.9906822443008423
Hoo so that's the problem that's been bothering me since Monday,1,0.025151476,0.070852675,0.016814852,0.019610645,0.271046937,0.462127835,0.134395674,NEGATIVE,0.9986937642097473,NEGATIVE,0.9986937642097473
"I hate that every time I worry again, stay up late again, worry again, stay up late again... I'm confused.",1,0.008684814,0.002456536,0.942157745,0.002326583,0.015920432,0.015232222,0.013221759,NEGATIVE,0.9976333379745483,NEGATIVE,0.9976333379745483
"I swear my teacher is full of surprises, it makes me anxious",1,0.009852818,0.00416053,0.768158376,0.009998748,0.040968608,0.004202945,0.162658021,POSITIVE,0.9892218112945557,POSITIVE,0.9892218112945557
"why when you're worried, it hurts so bad it's hot and cold",1,0.269630104,0.002445778,0.242751896,0.013105652,0.040740129,0.248866022,0.182460383,NEGATIVE,0.9996618032455444,NEGATIVE,0.9996618032455444
"Anxiety continues every month, especially when you're out of the house",1,0.004266446,0.006379468,0.931342661,0.001609259,0.040162802,0.012270162,0.003969138,NEGATIVE,0.9833558797836304,NEGATIVE,0.9833558797836304
why am I the dean why huh?? I'm really nervous,1,0.001482148,0.000665485,0.987351537,0.001049183,0.002872548,0.001749964,0.004829209,NEGATIVE,0.9990831613540649,NEGATIVE,0.9990831613540649
"Why is it so hard to control my sleep schedule lately :( I feel like I have something to be afraid of, I'm worried, even though my head is really dizzy. I can even sleep an hour before sahur. Previously, there were no sleep disturbances at all, but my eyes hurt, but hard to guarantee.",1,0.003664814,0.001351621,0.967616141,0.001378439,0.004348707,0.008473868,0.013166487,NEGATIVE,0.9969416260719299,NEGATIVE,0.9969416260719299
"tips, so you can sleep well, relax, so you don't get restless..",1,0.013942084,0.019378124,0.247185647,0.011224415,0.613272011,0.085967205,0.009030519,POSITIVE,0.9847181439399719,POSITIVE,0.9847181439399719
"Restlessness and restlessness is a â€œVirusâ€ disease of the liver. So, treat it with ""Eat and drink vegetable heart"" (Patience, Tawakkal and Zikrullah). God willing, liver viruses will die and disappear because of it... by hizboel",1,0.112364009,0.163559228,0.064419448,0.005433659,0.510670483,0.140958041,0.002595181,NEGATIVE,0.9941516518592834,NEGATIVE,0.9941516518592834
"I'm so nervous, what's wrong?!",1,0.001264458,0.000557185,0.991594136,0.001095637,0.001483115,0.001560858,0.002444553,NEGATIVE,0.9993440508842468,NEGATIVE,0.9993440508842468
Need to get rid of various kinds of thoughts that make you anxious...,1,0.005784117,0.004157184,0.92406708,0.002180056,0.048005905,0.008279492,0.007526186,NEGATIVE,0.9871857762336731,NEGATIVE,0.9871857762336731
"Lately, I'm getting more and more restless, why isn't it?",1,0.014486825,0.013336543,0.804201424,0.001384745,0.138199925,0.013059589,0.015331014,NEGATIVE,0.9973974227905273,NEGATIVE,0.9973974227905273
been the most anxious before being the most sincere,1,0.001867661,0.000507624,0.980982721,0.003753357,0.006322918,0.004101481,0.002464115,NEGATIVE,0.9614301919937134,NEGATIVE,0.9614301919937134
"Oops, why are you all cold, you keep getting nauseous, restless, your mouth is sour and cold, that's really not good",1,0.080991551,0.114595875,0.565374494,0.003611309,0.148615047,0.031120388,0.055691328,NEGATIVE,0.9997977614402771,NEGATIVE,0.9997977614402771
I never thought I was bpd. I think I'm just worried and depressed. turns out to be worse than that,1,0.014913431,0.00701421,0.601003468,0.011176289,0.054590121,0.14617373,0.165128693,NEGATIVE,0.9994812607765198,NEGATIVE,0.9994812607765198
"The brain is now full of stressful thoughts. I feel like I'm about to explode, nervous, sad, scared, all mixed into one",1,0.002830781,0.000343147,0.977517903,0.001784169,0.002213299,0.013910723,0.0014,POSITIVE,0.945296049118042,POSITIVE,0.945296049118042
Restless and happy at the same time this is so,1,0.002165874,0.001992222,0.001797725,0.022885999,0.036434539,0.930582166,0.004141501,POSITIVE,0.9994681477546692,POSITIVE,0.9994681477546692
"Don't worry, don't know why",1,0.036398783,0.005182721,0.764320195,0.007075604,0.113683015,0.029088603,0.044251014,NEGATIVE,0.945286214351654,NEGATIVE,0.945286214351654
"Since college, I've been worried all the time, thinking about work and surviving when I'm offline",1,0.004481976,0.000864723,0.973257542,0.002471334,0.008526635,0.004513804,0.005883858,NEGATIVE,0.9707360863685608,NEGATIVE,0.9707360863685608
this is so restless oh my god what's up,1,0.004747558,0.001122548,0.964068413,0.000725466,0.007185334,0.003656665,0.018494161,NEGATIVE,0.9905501008033752,NEGATIVE,0.9905501008033752
but my heart is still restless even though my mouth is talking,1,0.002357646,0.000398119,0.990892172,0.000562538,0.001191612,0.002446123,0.002151684,NEGATIVE,0.9664842486381531,NEGATIVE,0.9664842486381531
"I also feel like a person who is not good at being grateful. If you want to relax, you still feel restless",1,0.003419562,0.002188768,0.973133445,0.001053503,0.007590257,0.010091386,0.00252304,NEGATIVE,0.9987416863441467,NEGATIVE,0.9987416863441467
"If I worry about people, my chest always hurts. Please don't worry :(",1,0.007497395,0.002265554,0.925028205,0.002914184,0.018609365,0.038575362,0.005109957,NEGATIVE,0.9416257739067078,NEGATIVE,0.9416257739067078
"He said after the trial he could sleep peacefully, what the hell, my dog ​​is still restless now",1,0.017304275,0.011905266,0.821701586,0.002487356,0.088087007,0.048201654,0.010312882,NEGATIVE,0.9981195330619812,NEGATIVE,0.9981195330619812
Seems like every time I want to sleep I'm worried like I can't sleep,1,0.003943087,0.001093696,0.965911925,0.001699422,0.01080376,0.010539782,0.006008252,NEGATIVE,0.9895915389060974,NEGATIVE,0.9895915389060974
-dips! Anyone else not busy? Anyone want to hear me vent? I don't know why I'm so worried :),1,0.107661188,0.007535093,0.213485375,0.020987248,0.07213176,0.171198979,0.407000452,NEGATIVE,0.9991633892059326,NEGATIVE,0.9991633892059326
why is it that lately i like to be restless.. huftt,1,0.002646952,0.000526332,0.985916674,0.000941643,0.003811892,0.002501569,0.003654935,NEGATIVE,0.9953646659851074,NEGATIVE,0.9953646659851074
"Damn, it's raining heavily accompanied by restlessness that hit",1,0.091393203,0.13573949,0.021166064,0.00441817,0.153955668,0.508321881,0.085005507,NEGATIVE,0.9906113743782043,NEGATIVE,0.9906113743782043
"If you are able to be grateful for what God has given you, you will not worry about what is not yours",1,0.013908939,0.00281084,0.727473378,0.023285316,0.20978941,0.0084046,0.014327559,POSITIVE,0.9989334940910339,POSITIVE,0.9989334940910339
"When the swaddle is gone, hand & her legs look restless & nervous",1,0.003156819,0.000804542,0.991282344,0.000667851,0.00138226,0.00138623,0.001319864,NEGATIVE,0.9932383298873901,NEGATIVE,0.9932383298873901
"Pls want to sleep from being restless, why are you",1,0.022888236,0.007303347,0.787486434,0.001640686,0.139802873,0.026982261,0.013896229,NEGATIVE,0.9983190894126892,NEGATIVE,0.9983190894126892
People expect it's not really that good. .Life is restless. This is how to get rid of it?,1,0.032768086,0.021518653,0.481237024,0.003187031,0.411402494,0.016519286,0.03336731,NEGATIVE,0.9996979236602783,NEGATIVE,0.9996979236602783
restless can't sleep hm,1,0.006418641,0.002294561,0.181642607,0.002143898,0.03200892,0.76711297,0.008378474,POSITIVE,0.8045907020568848,POSITIVE,0.8045907020568848
Ya Allah can't sleep I'm so worried,1,0.007091402,0.001639239,0.923462749,0.003172782,0.013134737,0.038551006,0.01294818,NEGATIVE,0.9827048182487488,NEGATIVE,0.9827048182487488
Don't worry about yourself,1,0.00928678,0.002490327,0.908070982,0.005246953,0.053359676,0.01311483,0.008430477,POSITIVE,0.9989504814147949,POSITIVE,0.9989504814147949
"Restless, restless, anxious. Please be anxious.",1,0.002730508,0.002693793,0.964870334,0.001213096,0.018860083,0.006762083,0.002870041,NEGATIVE,0.9926124811172485,NEGATIVE,0.9926124811172485
"restless heart, sleep is difficult.",1,0.006482329,0.006796462,0.233892798,0.001760685,0.084536284,0.656782985,0.009748351,NEGATIVE,0.9951272010803223,NEGATIVE,0.9951272010803223
"Restless, upset if there is no news all day..",1,0.163342103,0.014343202,0.079936072,0.003099284,0.175267339,0.539000809,0.025011182,NEGATIVE,0.9979997277259827,NEGATIVE,0.9979997277259827
"I'm nervous, worried but I don't know why",1,0.001066635,0.000360843,0.992952287,0.001057881,0.001084863,0.001729755,0.001747728,NEGATIVE,0.9988370537757874,NEGATIVE,0.9988370537757874
"3 nights, I'm restless, dumbfounded and then cry, I'm mentally ill. I'm so weak",1,0.002307229,0.000748094,0.976698756,0.000574863,0.003062236,0.00351521,0.013093627,NEGATIVE,0.9996392726898193,NEGATIVE,0.9996392726898193
oh I'm so nervous,1,0.000701992,0.000413111,0.993778408,0.000904474,0.001161979,0.001781857,0.001258083,NEGATIVE,0.9952070116996765,NEGATIVE,0.9952070116996765
"I can't sleep... I'm restless, no one hugs me . Even though I usually sleep, no one hugs me ”",1,0.001663589,0.00129446,0.98041451,0.000938931,0.004954893,0.008604475,0.002129073,NEGATIVE,0.9588589072227478,NEGATIVE,0.9588589072227478
"I swear anj from td why sii, I like to be nervous tbtb for no reason ©",1,0.001599602,0.000303248,0.992133498,0.001734229,0.001142015,0.002001384,0.001086005,NEGATIVE,0.9994472861289978,NEGATIVE,0.9994472861289978
"thanks! I'm really worried and I can't stand myself until I feel really weird physically. Usually I always take medicine from my doctor, but I usually when I'm worried about taking the medicine, I feel even more anxious, and in the morning my whole body hurts. I should how? (cont.)",1,0.005262445,0.005049206,0.770404935,0.002977849,0.006943897,0.005001017,0.204360649,NEGATIVE,0.9978048205375671,NEGATIVE,0.9978048205375671
"How to get rid of anxiety, please, I want to be normal",1,0.009366185,0.010012425,0.790787995,0.006745654,0.149875417,0.024461813,0.008750444,POSITIVE,0.5662193894386292,POSITIVE,0.5662193894386292
"Tonight I'm so nervous huhu what's wrongðŸ˜""",1,0.000839521,0.001096321,0.990159094,0.001276357,0.003093674,0.002209506,0.001325494,NEGATIVE,0.9849817752838135,NEGATIVE,0.9849817752838135
"scared, worried, I don't know, it's all mixed up",1,0.006737966,0.000772415,0.968252897,0.001730149,0.003720728,0.006907616,0.011878395,NEGATIVE,0.9982463121414185,NEGATIVE,0.9982463121414185
"don't be nervous, and don't worry. When the time comes, you'll know what to do. ~Walt Disney",1,0.002758206,0.001008265,0.965527713,0.003453071,0.019450717,0.004629682,0.003172225,POSITIVE,0.9997413754463196,POSITIVE,0.9997413754463196
"One day you have to reply, you are worried, you are appreciated, you are made to cry, you are underestimated. .Get ready, wae, kuwi kabeh ra kepenak rasane.",1,0.16620934,0.015389436,0.255084842,0.01573218,0.343720138,0.155162007,0.048702054,POSITIVE,0.9825002551078796,POSITIVE,0.9825002551078796
Restless and restless,1,0.017585546,0.011703146,0.823845744,0.002691556,0.058127023,0.079617575,0.006429424,NEGATIVE,0.9986833930015564,NEGATIVE,0.9986833930015564
really like worry panic,1,0.001295301,0.000325657,0.991091669,0.001048761,0.001973016,0.001788081,0.002477387,NEGATIVE,0.997861921787262,NEGATIVE,0.997861921787262
Restless ha ha,1,0.009973896,0.023551054,0.039938062,0.003642856,0.733159721,0.146867558,0.042866834,NEGATIVE,0.9960085153579712,NEGATIVE,0.9960085153579712
Why do you feel traumatized and lazy to be in that moment and be in that place â excessive anxiety,1,0.002731796,0.001343677,0.9792189,0.00108752,0.004340858,0.010699756,0.000577446,NEGATIVE,0.9971007704734802,NEGATIVE,0.9971007704734802
"Do you understand if you hear the cellphone ringtone from wa or telephone or whatever, you are worried, afraid of yourself.",1,0.005350075,0.002387788,0.951529622,0.002006844,0.026293134,0.004518087,0.007914503,NEGATIVE,0.9990612864494324,NEGATIVE,0.9990612864494324
"I feel afraid of my own mother. If you are close, your body will immediately sweat, you will be anxious, your heart will beat really fast",1,0.000973776,0.000452696,0.993550897,0.000770777,0.002005644,0.001287712,0.000958369,POSITIVE,0.9984778761863708,POSITIVE,0.9984778761863708
"I swear I was happy this time, eh, tbtb, I was immediately sad, afraid, worried, mixed:""",1,0.002406005,0.00137595,0.093208246,0.082431652,0.01872392,0.737929523,0.063924752,POSITIVE,0.7893547415733337,POSITIVE,0.7893547415733337
"I'm too worried, it's just a weekly event",1,0.01714671,0.005348769,0.745298445,0.00952179,0.07242468,0.052204322,0.098055348,NEGATIVE,0.9993451237678528,NEGATIVE,0.9993451237678528
"Oh God, why do I feel restless and uneasy?",1,0.000976936,0.000948392,0.99184823,0.000660683,0.00235856,0.001433408,0.001773669,NEGATIVE,0.9987459182739258,NEGATIVE,0.9987459182739258
Oh god I'm so worried,1,0.013689681,0.007547663,0.662892044,0.007789434,0.022738136,0.059436332,0.225906715,NEGATIVE,0.9984152317047119,NEGATIVE,0.9984152317047119
why are you feeling so restless,1,0.001711036,0.000599945,0.99111408,0.000630899,0.001559584,0.002188163,0.002196278,NEGATIVE,0.9968298077583313,NEGATIVE,0.9968298077583313
"O Allah, remove the restlessness in my heart.",1,0.077244297,0.053396706,0.064767376,0.009678073,0.307231665,0.480572432,0.007109359,POSITIVE,0.9550967216491699,POSITIVE,0.9550967216491699
"I rn: .. sluggish, tired, lethargic, limp, restless, anxious, nervous",1,0.004050539,0.002516513,0.8927719,0.001667001,0.012665253,0.081947617,0.004381242,NEGATIVE,0.999372661113739,NEGATIVE,0.999372661113739
"Anxious about the future, will it be gold or just moans.",1,0.023952315,0.074865215,0.52813828,0.005411677,0.280370176,0.047812693,0.039449602,NEGATIVE,0.9984960556030273,NEGATIVE,0.9984960556030273
why 3 days I brought him restless huhðŸ¤”,1,0.010502774,0.002182761,0.969201684,0.000996537,0.007824164,0.00341282,0.005879206,NEGATIVE,0.9908818006515503,NEGATIVE,0.9908818006515503
"Ado is nervous because he failed to damage the structure of the klrgo wong.  brags about your stepson. I'm still able to study until today, my parents paid for it. Ctek affects idk. Hanging out to drink and eat my edop? I'm not. Prcma bragging about your kprgo. My father is still able to keep his word.",1,0.0047429,0.002661704,0.94181025,0.004632082,0.026457965,0.01260357,0.007091594,POSITIVE,0.9300786256790161,POSITIVE,0.9300786256790161
Why are you so restless?,1,0.014156268,0.009514253,0.820887327,0.001821519,0.122785904,0.008821948,0.022012815,NEGATIVE,0.9979223608970642,NEGATIVE,0.9979223608970642
typing while crying & very worried,1,0.009361935,0.000151578,0.949497402,0.005903856,0.001161427,0.031123735,0.002800049,NEGATIVE,0.9962868690490723,NEGATIVE,0.9962868690490723
"This is crazy, the contents of my head are so full that it makes me nervous when I take it down wkwkwk",1,0.00312638,0.002164901,0.972746611,0.001144518,0.005027206,0.00151545,0.01427485,POSITIVE,0.9376683235168457,POSITIVE,0.9376683235168457
"just-have you ever been let down by your best friend to the point of feeling too anxious? I don't want to talk about him here, but I feel sorry for myself. like, girl i deserve better then this.",1,0.001092663,0.000379663,0.978199422,0.001290334,0.001570369,0.015335008,0.002132584,NEGATIVE,0.9984610080718994,NEGATIVE,0.9984610080718994
Is there anyone here who always feels restless every time they get older?,1,0.004131943,0.004951172,0.932510793,0.001117359,0.040880419,0.004300315,0.012108095,NEGATIVE,0.9973728656768799,NEGATIVE,0.9973728656768799
Can you worry too much or not disturb my sleep,1,0.026942492,0.003509474,0.868970335,0.002754339,0.046599582,0.036486376,0.014737469,NEGATIVE,0.9660481810569763,NEGATIVE,0.9660481810569763
"It turns out that being too far from God is difficult, isn't it? The heart is restless, and everything becomes restless.",1,0.01435481,0.014595681,0.799053192,0.002072677,0.135570511,0.016706139,0.01764703,NEGATIVE,0.9948645234107971,NEGATIVE,0.9948645234107971
"prolonged stress, overthinking, can't sleep, want to cry, restless, just lethargic :(",1,0.012049269,0.007940923,0.23859112,0.003099409,0.049818642,0.685522437,0.002978146,NEGATIVE,0.9980995059013367,NEGATIVE,0.9980995059013367
"Maybe these few days for you it's just normal or nothing, but you know what? One day feels really long for me after that happened, I always worry about what decision you want to make in the future, and when are you going to tell me that decision",1,0.007920866,0.002869581,0.937246799,0.002054764,0.018865846,0.015747627,0.015294617,NEGATIVE,0.9701851606369019,NEGATIVE,0.9701851606369019
"Day 3, I'm getting restless.. -FZR-",1,0.005650271,0.004863449,0.942832053,0.001362185,0.025442407,0.011879624,0.007969999,NEGATIVE,0.9920209050178528,NEGATIVE,0.9920209050178528
